,frame,row_id,type,landmark_index,x,y,z
0,20,20-face-0,face,0,0.4703451097011566,0.3697490096092224,-0.034494880586862564
1,20,20-face-1,face,1,0.4507073163986206,0.32245171070098877,-0.08043399453163147
2,20,20-face-2,face,2,0.4551829695701599,0.33097702264785767,-0.03774844482541084
3,20,20-face-3,face,3,0.4332261383533478,0.28061413764953613,-0.06522121280431747
4,20,20-face-4,face,4,0.44858846068382263,0.3109641671180725,-0.08759437501430511
5,20,20-face-5,face,5,0.4470752477645874,0.29364702105522156,-0.08415795862674713
6,20,20-face-6,face,6,0.4446219801902771,0.24901528656482697,-0.05063629150390625
7,20,20-face-7,face,7,0.3448425531387329,0.24604403972625732,0.02098296396434307
8,20,20-face-8,face,8,0.44121065735816956,0.21735073626041412,-0.04586322605609894
9,20,20-face-9,face,9,0.43903428316116333,0.20237864553928375,-0.05243119224905968
10,20,20-face-10,face,10,0.4338577687740326,0.149297297000885,-0.047566499561071396
11,20,20-face-11,face,11,0.47101637721061707,0.3744186460971832,-0.031125806272029877
12,20,20-face-12,face,12,0.47159603238105774,0.378522664308548,-0.02471821941435337
13,20,20-face-13,face,13,0.4720996618270874,0.38127613067626953,-0.014864603988826275
14,20,20-face-14,face,14,0.47235071659088135,0.38181746006011963,-0.014246024191379547
15,20,20-face-15,face,15,0.47343912720680237,0.3884024918079376,-0.013540374115109444
16,20,20-face-16,face,16,0.4744761884212494,0.3962287902832031,-0.015205714851617813
17,20,20-face-17,face,17,0.4756130278110504,0.4041191041469574,-0.010890082456171513
18,20,20-face-18,face,18,0.4707530438899994,0.4042631983757019,0.007156017702072859
19,20,20-face-19,face,19,0.452496200799942,0.32724177837371826,-0.07138672471046448
20,20,20-face-20,face,20,0.4375845193862915,0.3267134726047516,-0.04827379807829857
21,20,20-face-21,face,21,0.29718855023384094,0.2025417685508728,0.08802518993616104
22,20,20-face-22,face,22,0.3873191475868225,0.2529754638671875,0.0026545932050794363
23,20,20-face-23,face,23,0.3731920123100281,0.25504353642463684,0.00526468874886632
24,20,20-face-24,face,24,0.35934099555015564,0.2558118999004364,0.010685867629945278
25,20,20-face-25,face,25,0.34070885181427,0.25043612718582153,0.024666115641593933
26,20,20-face-26,face,26,0.3987661600112915,0.24961209297180176,0.002118499716743827
27,20,20-face-27,face,27,0.3584841191768646,0.22281843423843384,-0.0053129070438444614
28,20,20-face-28,face,28,0.3758968710899353,0.22297441959381104,-0.007516983896493912
29,20,20-face-29,face,29,0.343464195728302,0.22575968503952026,0.001301546348258853
30,20,20-face-30,face,30,0.33488643169403076,0.23086291551589966,0.008869228884577751
31,20,20-face-31,face,31,0.33138763904571533,0.25863325595855713,0.03423609584569931
32,20,20-face-32,face,32,0.41799259185791016,0.4158327579498291,0.03644542396068573
33,20,20-face-33,face,33,0.3393141031265259,0.24328669905662537,0.02584974095225334
34,20,20-face-34,face,34,0.2980729639530182,0.24968880414962769,0.10550017654895782
35,20,20-face-35,face,35,0.3162679076194763,0.2505108714103699,0.049568887799978256
36,20,20-face-36,face,36,0.3828161656856537,0.30747008323669434,-0.001375064835883677
37,20,20-face-37,face,37,0.4532535970211029,0.367634117603302,-0.03061669133603573
38,20,20-face-38,face,38,0.4568699896335602,0.3787832260131836,-0.020709192380309105
39,20,20-face-39,face,39,0.43874862790107727,0.37289196252822876,-0.01884876936674118
40,20,20-face-40,face,40,0.4289291203022003,0.3778607249259949,-0.005910602863878012
41,20,20-face-41,face,41,0.4445628225803375,0.3800371289253235,-0.013312384486198425
42,20,20-face-42,face,42,0.4347352981567383,0.38160440325737,-0.002007546368986368
43,20,20-face-43,face,43,0.4039737284183502,0.38421353697776794,0.024709520861506462
44,20,20-face-44,face,44,0.437468945980072,0.3226833641529083,-0.07808786630630493
45,20,20-face-45,face,45,0.43292081356048584,0.31193917989730835,-0.08449386805295944
46,20,20-face-46,face,46,0.3142639696598053,0.22097384929656982,0.012554625049233437
47,20,20-face-47,face,47,0.40668779611587524,0.27454134821891785,-0.012979528866708279
48,20,20-face-48,face,48,0.40369319915771484,0.3177459239959717,-0.03610776364803314
