,frame,row_id,type,landmark_index,x,y,z
0,84,84-face-0,face,0,0.5129882097244263,0.6084376573562622,-0.0649971067905426
1,84,84-face-1,face,1,0.5137025117874146,0.5442934632301331,-0.09189347922801971
2,84,84-face-2,face,2,0.506557822227478,0.5654643774032593,-0.05617006495594978
3,84,84-face-3,face,3,0.4840046763420105,0.5055252909660339,-0.06164496764540672
4,84,84-face-4,face,4,0.5121361017227173,0.5298072099685669,-0.09429098665714264
5,84,84-face-5,face,5,0.5057775378227234,0.5141398906707764,-0.08303869515657425
6,84,84-face-6,face,6,0.48697710037231445,0.47825831174850464,-0.02508808672428131
7,84,84-face-7,face,7,0.34001970291137695,0.4910140335559845,0.014689205214381218
8,84,84-face-8,face,8,0.47775182127952576,0.4475476145744324,-0.004062129184603691
9,84,84-face-9,face,9,0.4750465452671051,0.42893341183662415,-0.0011366538237780333
10,84,84-face-10,face,10,0.460275262594223,0.3616040349006653,0.03740127384662628
11,84,84-face-11,face,11,0.5132990479469299,0.614943265914917,-0.06428777426481247
12,84,84-face-12,face,12,0.512423038482666,0.6216828227043152,-0.060086388140916824
13,84,84-face-13,face,13,0.5108726024627686,0.626539945602417,-0.05365500971674919
14,84,84-face-14,face,14,0.510168194770813,0.6275731921195984,-0.05155138298869133
15,84,84-face-15,face,15,0.5119162797927856,0.6335321664810181,-0.05576694756746292
16,84,84-face-16,face,16,0.5129544138908386,0.6411832571029663,-0.06133868172764778
17,84,84-face-17,face,17,0.5129377245903015,0.6496250629425049,-0.06177207827568054
18,84,84-face-18,face,18,0.5127825736999512,0.6635051369667053,-0.05086158215999603
19,84,84-face-19,face,19,0.5118600726127625,0.5539923310279846,-0.08519574999809265
20,84,84-face-20,face,20,0.4922361373901367,0.557878851890564,-0.06660503149032593
21,84,84-face-21,face,21,0.24898211658000946,0.44762909412384033,0.09617029130458832
22,84,84-face-22,face,22,0.3957647383213043,0.49964192509651184,0.004296344704926014
23,84,84-face-23,face,23,0.3763103485107422,0.5022943019866943,0.001682715374045074
24,84,84-face-24,face,24,0.35744571685791016,0.5026848912239075,0.003171568736433983
25,84,84-face-25,face,25,0.33180001378059387,0.4969952702522278,0.01379083190113306
26,84,84-face-26,face,26,0.412374883890152,0.4946253001689911,0.01051275059580803
27,84,84-face-27,face,27,0.3657943606376648,0.45834121108055115,0.00153042480815202
28,84,84-face-28,face,28,0.3881915509700775,0.458962082862854,0.0068784900940954685
29,84,84-face-29,face,29,0.34496384859085083,0.462270051240921,0.002856149571016431
30,84,84-face-30,face,30,0.33136993646621704,0.46942558884620667,0.006780178751796484
31,84,84-face-31,face,31,0.3165796995162964,0.5074092149734497,0.017673654481768608
32,84,84-face-32,face,32,0.4429280459880829,0.6951515078544617,-0.05054976046085358
33,84,84-face-33,face,33,0.3326808214187622,0.4876287281513214,0.019682565703988075
34,84,84-face-34,face,34,0.2514567971229553,0.5120458602905273,0.08227327466011047
35,84,84-face-35,face,35,0.29402488470077515,0.49997347593307495,0.033597759902477264
