,frame,row_id,type,landmark_index,x,y,z
0,73,73-face-0,face,0,0.46725302934646606,0.45926740765571594,-0.04733514040708542
1,73,73-face-1,face,1,0.457064688205719,0.41757434606552124,-0.07634572684764862
2,73,73-face-2,face,2,0.4611576497554779,0.4311210513114929,-0.04381093010306358
3,73,73-face-3,face,3,0.4510153830051422,0.3779454827308655,-0.05036134272813797
4,73,73-face-4,face,4,0.45728057622909546,0.4049023985862732,-0.07961012423038483
5,73,73-face-5,face,5,0.4597511887550354,0.3891642391681671,-0.07200178503990173
6,73,73-face-6,face,6,0.467455118894577,0.3515448570251465,-0.028690006583929062
7,73,73-face-7,face,7,0.3790033459663391,0.35055628418922424,0.04259446635842323
8,73,73-face-8,face,8,0.4708864688873291,0.3180905878543854,-0.014869754202663898
9,73,73-face-9,face,9,0.47167670726776123,0.30067455768585205,-0.014998492784798145
10,73,73-face-10,face,10,0.47697174549102783,0.24593640863895416,0.00795162096619606
11,73,73-face-11,face,11,0.4670228660106659,0.4633011519908905,-0.0462435781955719
12,73,73-face-12,face,12,0.46705687046051025,0.4667494297027588,-0.04226778447628021
13,73,73-face-13,face,13,0.4674573242664337,0.4686009883880615,-0.03594084084033966
14,73,73-face-14,face,14,0.4666517972946167,0.4935131072998047,-0.03090021014213562
15,73,73-face-15,face,15,0.4660825729370117,0.4979736804962158,-0.03292763605713844
16,73,73-face-16,face,16,0.4654588997364044,0.5035094022750854,-0.036281269043684006
17,73,73-face-17,face,17,0.4650220274925232,0.5101320743560791,-0.03440125286579132
18,73,73-face-18,face,18,0.462323933839798,0.5151529312133789,-0.022832272574305534
19,73,73-face-19,face,19,0.45838820934295654,0.4246428310871124,-0.07000525295734406
20,73,73-face-20,face,20,0.4478014409542084,0.42478248476982117,-0.04992363974452019
21,73,73-face-21,face,21,0.3381895124912262,0.304918110370636,0.1250353306531906
22,73,73-face-22,face,22,0.4172600507736206,0.36112529039382935,0.020130105316638947
23,73,73-face-23,face,23,0.40276944637298584,0.36204034090042114,0.023615224286913872
24,73,73-face-24,face,24,0.38950616121292114,0.3608672022819519,0.029849207028746605
25,73,73-face-25,face,25,0.3744789958000183,0.3540995121002197,0.04530491307377815
26,73,73-face-26,face,26,0.4293661117553711,0.35756051540374756,0.020060230046510696
27,73,73-face-27,face,27,0.3956860601902008,0.32423919439315796,0.02147219330072403
28,73,73-face-28,face,28,0.4121735394001007,0.32571935653686523,0.01875978149473667
29,73,73-face-29,face,29,0.380981981754303,0.3261021375656128,0.02845485508441925
30,73,73-face-30,face,30,0.37214726209640503,0.33111077547073364,0.035347044467926025
31,73,73-face-31,face,31,0.36413145065307617,0.3605178892612457,0.05302286148071289
32,73,73-face-32,face,32,0.4166550040245056,0.5248726010322571,-0.0016673629870638251
33,73,73-face-33,face,33,0.375250905752182,0.34747374057769775,0.04870332404971123
34,73,73-face-34,face,34,0.33210399746894836,0.3565114438533783,0.12366760522127151
35,73,73-face-35,face,35,0.3542441725730896,0.35025766491889954,0.07128024846315384
36,73,73-face-36,face,36,0.3990152180194855,0.4082106947898865,0.00026849383721128106
37,73,73-face-37,face,37,0.4499067962169647,0.455697238445282,-0.04230503737926483
38,73,73-face-38,face,38,0.4516695439815521,0.4652560353279114,-0.03757267817854881
39,73,73-face-39,face,39,0.43418484926223755,0.45847010612487793,-0.031340133398771286
40,73,73-face-40,face,40,0.4242171049118042,0.4625612199306488,-0.01870085299015045
41,73,73-face-41,face,41,0.4391680359840393,0.46533018350601196,-0.02926950715482235
42,73,73-face-42,face,42,0.42996418476104736,0.46671271324157715,-0.017900634557008743
43,73,73-face-43,face,43,0.4048851728439331,0.4856613278388977,0.004134113434702158
44,73,73-face-44,face,44,0.4460237920284271,0.41707873344421387,-0.07356593757867813
45,73,73-face-45,face,45,0.44428035616874695,0.40494421124458313,-0.07609768211841583
46,73,73-face-46,face,46,0.3538260757923126,0.31529903411865234,0.04659983143210411
47,73,73-face-47,face,47,0.42856159806251526,0.3792773485183716,-0.0009551570983603597
48,73,73-face-48,face,48,0.41910630464553833,0.4141682982444763,-0.034430257976055145
49,73,73-face-49,face,49,0.4193207919597626,0.40792515873908997,-0.02941104583442211
50,73,73-face-50,face,50,0.36156266927719116,0.4061034917831421,0.026224540546536446
51,73,73-face-51,face,51,0.44741398096084595,0.39024797081947327,-0.06548893451690674
52,73,73-face-52,face,52,0.3791862428188324,0.3003876209259033,0.01738620363175869
53,73,73-face-53,face,53,0.36292850971221924,0.3053785562515259,0.03219250589609146
54,73,73-face-54,face,54,0.3483273983001709,0.2818032503128052,0.09810682386159897
55,73,73-face-55,face,55,0.438774049282074,0.31127333641052246,-0.005865733604878187
56,73,73-face-56,face,56,0.4265972375869751,0.33082646131515503,0.020217247307300568
57,73,73-face-57,face,57,0.395637184381485,0.47287824749946594,0.010150455869734287
58,73,73-face-58,face,58,0.3552912473678589,0.46905577182769775,0.13821440935134888
59,73,73-face-59,face,59,0.42959409952163696,0.4215036928653717,-0.0320243202149868
60,73,73-face-60,face,60,0.44007954001426697,0.4257095456123352,-0.03625240549445152
61,73,73-face-61,face,61,0.41398561000823975,0.47128739953041077,0.006732284557074308
62,73,73-face-62,face,62,0.4176614582538605,0.4716632664203644,0.0014528452884405851
63,73,73-face-63,face,63,0.3575994372367859,0.2964436709880829,0.04133313521742821
64,73,73-face-64,face,64,0.4193319082260132,0.41979119181632996,-0.02768935263156891
65,73,73-face-65,face,65,0.4031614065170288,0.3008737564086914,0.004267504904419184
66,73,73-face-66,face,66,0.40034738183021545,0.2899268567562103,0.0031563735101372004
67,73,73-face-67,face,67,0.39779627323150635,0.2516767084598541,0.03773695230484009
68,73,73-face-68,face,68,0.35227590799331665,0.29036274552345276,0.06637052446603775
69,73,73-face-69,face,69,0.4011024832725525,0.2720792889595032,0.019902357831597328
70,73,73-face-70,face,70,0.3489266633987427,0.3092651963233948,0.06107197701931
71,73,73-face-71,face,71,0.3417629897594452,0.309356689453125,0.0915779247879982
