,frame,row_id,type,landmark_index,x,y,z
0,29,29-face-0,face,0,0.5777762532234192,0.5093603730201721,-0.05024542286992073
1,29,29-face-1,face,1,0.5720790028572083,0.4701642394065857,-0.0756957158446312
2,29,29-face-2,face,2,0.5721349120140076,0.4833824634552002,-0.04461873322725296
3,29,29-face-3,face,3,0.5615168809890747,0.43796250224113464,-0.05046576261520386
4,29,29-face-4,face,4,0.5722147226333618,0.4591532349586487,-0.0784052163362503
5,29,29-face-5,face,5,0.5725522637367249,0.4462532699108124,-0.07029874622821808
6,29,29-face-6,face,6,0.5734961032867432,0.416658490896225,-0.02525216154754162
7,29,29-face-7,face,7,0.4786292612552643,0.41846856474876404,0.028697693720459938
8,29,29-face-8,face,8,0.5741605758666992,0.39033037424087524,-0.010343597270548344
9,29,29-face-9,face,9,0.5745762586593628,0.375832200050354,-0.009499812498688698
10,29,29-face-10,face,10,0.5761817097663879,0.33009690046310425,0.016837427392601967
11,29,29-face-11,face,11,0.5777584910392761,0.5132787227630615,-0.04954807087779045
12,29,29-face-12,face,12,0.5773788094520569,0.5172576904296875,-0.04580002650618553
13,29,29-face-13,face,13,0.5769213438034058,0.5197147130966187,-0.040510378777980804
14,29,29-face-14,face,14,0.5780468583106995,0.5369309782981873,-0.03542899340391159
15,29,29-face-15,face,15,0.5782843828201294,0.5414280295372009,-0.03853817656636238
16,29,29-face-16,face,16,0.5782347917556763,0.5472102165222168,-0.04181591048836708
17,29,29-face-17,face,17,0.5778989195823669,0.5531139373779297,-0.03976815566420555
18,29,29-face-18,face,18,0.5729067325592041,0.561493456363678,-0.027663854882121086
19,29,29-face-19,face,19,0.5721577405929565,0.476530522108078,-0.06976287811994553
20,29,29-face-20,face,20,0.5601488947868347,0.4774651527404785,-0.05184634402394295
21,29,29-face-21,face,21,0.4353300929069519,0.3851403594017029,0.10400412231683731
22,29,29-face-22,face,22,0.5145478248596191,0.42661914229393005,0.012898718938231468
23,29,29-face-23,face,23,0.5013944506645203,0.4278782606124878,0.01385081373155117
24,29,29-face-24,face,24,0.4890512526035309,0.4274451434612274,0.017803069204092026
25,29,29-face-25,face,25,0.4731077551841736,0.4225825071334839,0.029994085431098938
26,29,29-face-26,face,26,0.5261631011962891,0.42358362674713135,0.014895553700625896
27,29,29-face-27,face,27,0.496507853269577,0.39597511291503906,0.012088993564248085
28,29,29-face-28,face,28,0.5115810632705688,0.3969841003417969,0.012525204569101334
29,29,29-face-29,face,29,0.4824342429637909,0.3981526494026184,0.016402609646320343
30,29,29-face-30,face,30,0.47329992055892944,0.40274882316589355,0.02173369936645031
31,29,29-face-31,face,31,0.46248120069503784,0.4290695786476135,0.03564397245645523
32,29,29-face-32,face,32,0.5220050811767578,0.5728654265403748,-0.015537296421825886
33,29,29-face-33,face,33,0.4742659628391266,0.4160480797290802,0.03385857865214348
34,29,29-face-34,face,34,0.425814151763916,0.4296744167804718,0.09791726619005203
35,29,29-face-35,face,35,0.4482455849647522,0.4223053753376007,0.05139986053109169
36,29,29-face-36,face,36,0.5047276020050049,0.46787893772125244,-0.0101687703281641
37,29,29-face-37,face,37,0.5609915852546692,0.5074689388275146,-0.04789426177740097
38,29,29-face-38,face,38,0.5620377063751221,0.5168703198432922,-0.04358237236738205
39,29,29-face-39,face,39,0.54426109790802,0.512050211429596,-0.03998734802007675
40,29,29-face-40,face,40,0.533190906047821,0.5162771344184875,-0.029419275000691414
41,29,29-face-41,face,41,0.5490076541900635,0.5180724263191223,-0.03760668262839317
42,29,29-face-42,face,42,0.5389545559883118,0.5199000239372253,-0.027589328587055206
43,29,29-face-43,face,43,0.5102199912071228,0.5376973748207092,-0.009763138368725777
44,29,29-face-44,face,44,0.5609199404716492,0.4700833261013031,-0.07442779093980789
45,29,29-face-45,face,45,0.5592896938323975,0.4596152603626251,-0.0767412856221199
46,29,29-face-46,face,46,0.4555186331272125,0.39413732290267944,0.029886117205023766
47,29,29-face-47,face,47,0.532561719417572,0.4420458972454071,-0.00614609569311142
48,29,29-face-48,face,48,0.5286931991577148,0.47011908888816833,-0.0410100519657135
49,29,29-face-49,face,49,0.5275810956954956,0.46511027216911316,-0.035948362201452255
50,29,29-face-50,face,50,0.4649047255516052,0.4683946669101715,0.00804466288536787
51,29,29-face-51,face,51,0.5602567791938782,0.4476325511932373,-0.06610043346881866
52,29,29-face-52,face,52,0.4865405261516571,0.38141727447509766,0.008145514875650406
53,29,29-face-53,face,53,0.46802181005477905,0.38562682271003723,0.018600426614284515
54,29,29-face-54,face,54,0.4480113089084625,0.3642200827598572,0.08126052469015121
55,29,29-face-55,face,55,0.5445813536643982,0.3899344503879547,-0.005769859533756971
56,29,29-face-56,face,56,0.524747908115387,0.4013461470603943,0.015894820913672447
57,29,29-face-57,face,57,0.5008560419082642,0.5259729027748108,-0.005700046196579933
58,29,29-face-58,face,58,0.43822914361953735,0.5299533605575562,0.11021257936954498
59,29,29-face-59,face,59,0.5393223166465759,0.4761687219142914,-0.036970894783735275
60,29,29-face-60,face,60,0.5507960319519043,0.47949346899986267,-0.03930799663066864
61,29,29-face-61,face,61,0.5205628275871277,0.5236327052116394,-0.0071894945576786995
62,29,29-face-62,face,62,0.5241855382919312,0.5238353610038757,-0.010944616049528122
63,29,29-face-63,face,63,0.461622953414917,0.3793196976184845,0.026998717337846756
64,29,29-face-64,face,64,0.5280057191848755,0.4756340980529785,-0.034563057124614716
65,29,29-face-65,face,65,0.5114480257034302,0.38200733065605164,-0.0003063170879613608
66,29,29-face-66,face,66,0.5092736482620239,0.3733636736869812,-0.0011046604486182332
67,29,29-face-67,face,67,0.5001170635223389,0.3361019194126129,0.03327685967087746
68,29,29-face-68,face,68,0.4555616080760956,0.3703779876232147,0.050803571939468384
69,29,29-face-69,face,69,0.5065029263496399,0.3526032269001007,0.015910282731056213
70,29,29-face-70,face,70,0.44864439964294434,0.39010828733444214,0.043016377836465836
71,29,29-face-71,face,71,0.4425227642059326,0.38759645819664,0.07207691669464111
72,29,29-face-72,face,72,0.5612668395042419,0.512555718421936,-0.04730283468961716
73,29,29-face-73,face,73,0.5465751886367798,0.515228271484375,-0.03952056169509888
74,29,29-face-74,face,74,0.5359750390052795,0.5181336402893066,-0.02974024787545204
75,29,29-face-75,face,75,0.5426701307296753,0.4783896207809448,-0.0343439020216465
76,29,29-face-76,face,76,0.5224181413650513,0.5237283110618591,-0.009143661707639694
77,29,29-face-77,face,77,0.5287632942199707,0.5290381908416748,-0.017283519729971886
78,29,29-face-78,face,78,0.5259265303611755,0.5239725112915039,-0.011283017694950104
79,29,29-face-79,face,79,0.546070396900177,0.4713912606239319,-0.05460325628519058
80,29,29-face-80,face,80,0.5413283705711365,0.5209378004074097,-0.025913089513778687
81,29,29-face-81,face,81,0.5510308146476746,0.5196478366851807,-0.03297777846455574
82,29,29-face-82,face,82,0.5629671812057495,0.5191552042961121,-0.038539689034223557
83,29,29-face-83,face,83,0.5531429648399353,0.5604085922241211,-0.026979666203260422
84,29,29-face-84,face,84,0.5594894289970398,0.5507578253746033,-0.038559988141059875
85,29,29-face-85,face,85,0.5606131553649902,0.5451180338859558,-0.03986318036913872
86,29,29-face-86,face,86,0.5620229244232178,0.539440393447876,-0.0363038070499897
87,29,29-face-87,face,87,0.5634831786155701,0.5354436039924622,-0.0333903506398201
88,29,29-face-88,face,88,0.5418567657470703,0.5305184125900269,-0.02204987406730652
89,29,29-face-89,face,89,0.539167046546936,0.5318384170532227,-0.024666838347911835
90,29,29-face-90,face,90,0.5359175801277161,0.5342010259628296,-0.027158508077263832
91,29,29-face-91,face,91,0.5332667827606201,0.5370227694511414,-0.02510971575975418
92,29,29-face-92,face,92,0.5148305296897888,0.5051863193511963,-0.023068930953741074
93,29,29-face-93,face,93,0.4236374497413635,0.4793585240840912,0.14224283397197723
94,29,29-face-94,face,94,0.5721739530563354,0.479793518781662,-0.0531502440571785
